Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
5/1/2020,2/1/2020,4/25/2020,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,25-34 years,0,23,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,35-44 years,0,28,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,45-54 years,0,66,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,55-64 years,0,141,12,0,0,12,
5/1/2020,2/1/2020,4/25/2020,Maine,Female,65-74 years,,308,23,0,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,75-84 years,,477,41,,,46,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female,85 years and over,10,764,66,,,81,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Female Total,"Female, all ages",18,1824,152,,14,177,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maine,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Maine Total,All sexes,All Ages,40,3824,318,11,30,377,
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,Under 1 year,0,31,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,15-24 years,0,93,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,25-34 years,,224,,,,12,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,35-44 years,13,287,14,,,25,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,45-54 years,16,413,21,,,34,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,55-64 years,54,1051,81,20,11,125,
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,65-74 years,69,1455,122,26,,172,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,75-84 years,116,1611,194,50,12,272,
5/1/2020,2/1/2020,4/25/2020,Maryland,Male,85 years and over,92,1668,183,36,15,251,
5/1/2020,2/1/2020,4/25/2020,Maryland,Male Total,"Male, all ages",365,6843,625,145,53,893,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,Under 1 year,0,43,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,1-4 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,15-24 years,,29,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,25-34 years,,108,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,35-44 years,,155,,0,0,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,45-54 years,13,281,20,,,30,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,55-64 years,29,705,56,14,12,83,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,65-74 years,76,1155,112,30,14,171,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,75-84 years,94,1694,169,44,13,232,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female,85 years and over,125,2755,259,45,14,351,
5/1/2020,2/1/2020,4/25/2020,Maryland,Female Total,"Female, all ages",345,6937,631,141,57,889,
5/1/2020,2/1/2020,4/25/2020,Maryland,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Maryland Total,All sexes,All Ages,710,13780,1256,286,110,1782,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,Under 1 year,0,31,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,15-24 years,,66,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,25-34 years,,191,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,35-44 years,,286,13,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,45-54 years,19,452,16,,,36,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,55-64 years,89,1136,107,36,14,174,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,65-74 years,167,1732,215,61,17,338,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,75-84 years,308,2291,328,108,25,553,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male,85 years and over,401,2589,403,177,17,644,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Male Total,"Male, all ages",993,8784,1086,387,81,1773,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,Under 1 year,0,29,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,15-24 years,0,35,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,25-34 years,,81,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,35-44 years,,128,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,45-54 years,16,268,15,,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,55-64 years,42,653,55,18,,84,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,65-74 years,110,1258,131,42,,208,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,75-84 years,269,2180,281,105,19,464,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female,85 years and over,575,4375,511,177,29,936,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Female Total,"Female, all ages",1016,9018,1002,348,69,1734,
5/1/2020,2/1/2020,4/25/2020,Massachusetts,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Massachusetts Total,All sexes,All Ages,2009,17802,2088,735,150,3507,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,Under 1 year,0,67,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,5-14 years,0,18,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,15-24 years,,127,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,25-34 years,11,295,14,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,35-44 years,24,413,20,,,41,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,45-54 years,89,865,78,40,11,138,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,55-64 years,143,2017,192,65,17,287,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,65-74 years,253,3042,339,119,32,505,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,75-84 years,280,3485,418,137,22,580,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male,85 years and over,228,3348,334,108,18,472,
5/1/2020,2/1/2020,4/25/2020,Michigan,Male Total,"Male, all ages",1030,13683,1400,484,107,2050,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,Under 1 year,0,62,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,1-4 years,0,10,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,5-14 years,0,13,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,15-24 years,,55,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,25-34 years,,138,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,35-44 years,,225,14,,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,45-54 years,34,517,52,19,,76,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,55-64 years,80,1316,117,35,22,184,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,65-74 years,183,2324,269,95,28,385,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,75-84 years,218,3241,332,114,26,462,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female,85 years and over,291,5406,466,139,22,640,
5/1/2020,2/1/2020,4/25/2020,Michigan,Female Total,"Female, all ages",820,13307,1256,407,114,1783,
5/1/2020,2/1/2020,4/25/2020,Michigan,Unknown,All ages,,,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Michigan Total,All sexes,All Ages,1851,26994,2657,892,221,3834,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,Under 1 year,0,37,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,1-4 years,0,11,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,15-24 years,0,47,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,25-34 years,0,107,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,35-44 years,,145,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,45-54 years,,297,19,,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,55-64 years,,770,45,,,57,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,65-74 years,23,1187,82,,15,112,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,75-84 years,24,1478,130,12,13,155,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male,85 years and over,34,1624,134,14,10,164,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Male Total,"Male, all ages",90,5710,422,38,56,529,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,Under 1 year,0,24,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,15-24 years,0,21,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,25-34 years,0,54,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,35-44 years,0,102,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,45-54 years,,184,11,0,,16,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,55-64 years,,484,37,,12,53,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,65-74 years,,852,61,,11,74,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,75-84 years,23,1346,94,,11,123,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female,85 years and over,43,2561,198,11,15,245,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Female Total,"Female, all ages",79,5642,410,22,57,524,
5/1/2020,2/1/2020,4/25/2020,Minnesota,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Minnesota Total,All sexes,All Ages,169,11352,832,60,113,1053,
